"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
"473",32,"self-employed","single","tertiary","no",1815,"no","no","telephone",10,"aug",235,1,102,2,"failure"
"474",55,"unemployed","married","secondary","no",2489,"no","no","cellular",30,"jul",207,1,-1,0,"unknown"
"475",39,"blue-collar","married","primary","no",317,"yes","no","unknown",13,"may",326,3,-1,0,"unknown"
"476",27,"student","single","secondary","no",671,"yes","no","unknown",7,"may",332,2,-1,0,"unknown"
"477",73,"retired","married","unknown","no",739,"no","no","cellular",11,"sep",210,1,-1,0,"unknown"
"478",31,"technician","single","tertiary","no",336,"no","no","cellular",22,"aug",661,1,-1,0,"unknown"
"479",37,"admin.","single","tertiary","no",869,"no","no","cellular",30,"jul",60,8,-1,0,"unknown"
"480",35,"retired","married","primary","no",329,"no","yes","cellular",8,"jul",520,3,-1,0,"unknown"
"481",34,"technician","married","tertiary","no",1539,"yes","no","cellular",15,"jun",441,1,56,1,"other"
"482",58,"retired","married","secondary","no",2714,"no","no","cellular",26,"may",165,1,287,2,"failure"
"483",41,"management","married","tertiary","no",2226,"no","no","cellular",7,"aug",182,2,99,1,"failure"
"484",34,"blue-collar","married","secondary","no",800,"no","no","cellular",5,"apr",144,1,-1,0,"unknown"
"485",29,"student","single","unknown","no",7585,"no","no","cellular",3,"mar",145,2,198,1,"failure"
"486",32,"management","single","tertiary","no",47,"no","no","cellular",19,"aug",133,4,-1,0,"unknown"
"487",39,"technician","single","secondary","no",1022,"yes","no","unknown",20,"may",1410,2,-1,0,"unknown"
"488",48,"technician","married","tertiary","no",0,"no","no","telephone",26,"aug",176,15,-1,0,"unknown"
"489",23,"services","single","secondary","no",31,"no","no","cellular",1,"jun",192,1,-1,0,"unknown"
"490",37,"admin.","single","secondary","no",176,"yes","no","cellular",18,"may",80,2,-1,0,"unknown"
"491",54,"unemployed","married","secondary","no",377,"no","no","cellular",8,"apr",1134,1,-1,0,"unknown"
"492",37,"management","divorced","secondary","no",16,"yes","no","unknown",30,"may",638,1,-1,0,"unknown"
"493",34,"management","single","tertiary","no",268,"no","no","cellular",7,"sep",587,1,-1,0,"unknown"
"494",46,"management","married","secondary","no",5127,"no","no","cellular",6,"aug",472,1,-1,0,"unknown"
"495",47,"management","single","tertiary","no",334,"yes","no","cellular",26,"mar",360,1,326,8,"failure"
"496",80,"retired","married","secondary","no",668,"no","no","telephone",8,"jul",250,1,371,1,"success"
"497",60,"admin.","married","secondary","no",106,"no","no","cellular",24,"feb",137,1,187,4,"success"
"498",50,"technician","divorced","secondary","no",3656,"no","no","cellular",12,"aug",509,2,-1,0,"unknown"
"499",33,"management","divorced","tertiary","no",2885,"no","no","cellular",5,"aug",1051,2,-1,0,"unknown"
"500",47,"technician","married","secondary","no",-75,"yes","no","cellular",4,"feb",57,1,247,1,"other"
"501",58,"management","married","tertiary","no",3864,"yes","no","cellular",15,"jul",815,4,-1,0,"unknown"
"502",36,"management","single","tertiary","no",2646,"no","no","cellular",13,"oct",169,1,182,10,"success"
"503",47,"technician","married","secondary","no",-59,"yes","yes","cellular",11,"may",502,1,343,2,"failure"
"504",54,"services","married","secondary","no",4353,"yes","yes","cellular",29,"jul",197,2,-1,0,"unknown"
"505",56,"management","married","tertiary","no",12356,"yes","no","cellular",26,"may",410,1,551,5,"other"
"506",51,"technician","married","secondary","no",2402,"yes","no","unknown",29,"may",118,1,-1,0,"unknown"
"507",56,"admin.","single","secondary","no",4118,"no","no","telephone",27,"may",165,1,-1,0,"unknown"
"508",29,"student","single","unknown","no",7585,"no","no","cellular",3,"mar",145,2,198,1,"failure"
"509",29,"technician","single","secondary","no",113,"no","no","cellular",12,"feb",328,2,183,4,"success"
"510",26,"student","married","tertiary","no",8750,"no","no","cellular",26,"mar",98,2,-1,0,"unknown"
"511",31,"blue-collar","married","primary","no",-81,"yes","no","cellular",22,"jul",261,1,-1,0,"unknown"
"512",49,"technician","single","secondary","no",1377,"no","no","cellular",5,"aug",935,1,-1,0,"unknown"
"513",36,"self-employed","single","tertiary","no",4844,"no","no","unknown",9,"jun",1137,3,-1,0,"unknown"
"514",31,"services","single","secondary","no",469,"no","yes","cellular",2,"feb",111,1,-1,0,"unknown"
"515",37,"technician","divorced","secondary","no",141,"yes","no","cellular",6,"may",848,1,364,3,"failure"
"516",60,"admin.","married","secondary","no",106,"no","no","cellular",21,"aug",216,3,91,1,"success"
"517",48,"technician","married","tertiary","no",0,"no","no","telephone",26,"aug",176,15,-1,0,"unknown"
"518",38,"blue-collar","single","secondary","no",0,"no","no","cellular",30,"apr",102,1,-1,0,"unknown"
"519",41,"management","single","tertiary","no",4477,"no","no","cellular",4,"aug",357,2,-1,0,"unknown"
"520",24,"student","single","secondary","no",2530,"yes","no","unknown",29,"may",399,5,-1,0,"unknown"
"521",56,"blue-collar","divorced","primary","no",7396,"yes","no","cellular",19,"nov",115,2,-1,0,"unknown"
"522",35,"blue-collar","married","secondary","no",80,"yes","yes","unknown",2,"jun",579,2,-1,0,"unknown"
"523",32,"management","single","tertiary","no",5167,"no","no","cellular",26,"aug",10,18,-1,0,"unknown"
"524",31,"blue-collar","single","tertiary","no",2197,"yes","no","unknown",23,"may",146,3,-1,0,"unknown"
"525",37,"services","married","secondary","no",692,"yes","no","telephone",20,"nov",42,1,-1,0,"unknown"
"526",40,"management","divorced","tertiary","no",862,"yes","no","cellular",13,"aug",98,2,-1,0,"unknown"
"527",22,"admin.","single","secondary","no",372,"no","no","cellular",6,"oct",218,1,-1,0,"unknown"
"528",44,"blue-collar","married","secondary","no",-431,"yes","no","unknown",29,"may",52,8,-1,0,"unknown"
"529",33,"technician","single","secondary","no",930,"yes","no","cellular",15,"may",163,5,359,1,"failure"
"530",35,"blue-collar","married","secondary","no",26,"yes","no","unknown",2,"jun",277,2,-1,0,"unknown"
"531",58,"management","divorced","tertiary","no",1266,"no","yes","unknown",6,"jun",164,1,-1,0,"unknown"
"532",39,"management","married","tertiary","no",1423,"yes","no","telephone",21,"jul",733,3,-1,0,"unknown"
"533",44,"management","single","tertiary","no",1090,"no","no","cellular",20,"oct",178,4,93,6,"success"
"534",59,"housemaid","married","primary","no",116,"no","no","cellular",8,"aug",129,4,-1,0,"unknown"
"535",53,"self-employed","married","primary","no",127,"no","no","cellular",29,"jan",78,2,-1,0,"unknown"
"536",22,"student","single","primary","no",423,"no","no","cellular",16,"jul",316,1,179,10,"success"
"537",47,"technician","married","tertiary","no",1694,"no","yes","unknown",20,"jun",560,3,-1,0,"unknown"
"538",25,"technician","single","secondary","no",1312,"yes","no","cellular",16,"apr",307,1,-1,0,"unknown"
"539",29,"management","married","tertiary","no",1713,"yes","no","cellular",4,"feb",227,2,-1,0,"unknown"
"540",41,"technician","married","secondary","no",1819,"no","no","cellular",22,"sep",397,1,371,3,"failure"
"541",33,"management","single","tertiary","no",1120,"no","no","cellular",11,"aug",1070,2,-1,0,"unknown"
"542",48,"services","divorced","secondary","no",-361,"yes","no","cellular",12,"may",1062,3,349,3,"other"
"543",48,"technician","married","secondary","no",14148,"yes","no","cellular",18,"aug",85,2,-1,0,"unknown"
"544",28,"blue-collar","married","secondary","no",-26,"no","yes","cellular",30,"jan",81,1,-1,0,"unknown"
"545",39,"management","married","tertiary","no",1423,"yes","no","telephone",21,"jul",733,3,-1,0,"unknown"
"546",27,"student","single","secondary","no",279,"no","no","cellular",12,"oct",323,1,-1,0,"unknown"
"547",39,"management","married","unknown","no",76,"no","no","cellular",15,"sep",200,1,183,1,"success"
"548",43,"admin.","single","secondary","no",13,"no","yes","unknown",1,"jul",119,1,-1,0,"unknown"
"549",37,"technician","single","unknown","no",391,"yes","no","unknown",8,"may",103,3,-1,0,"unknown"
"550",23,"admin.","single","tertiary","no",314,"no","yes","cellular",8,"apr",142,4,-1,0,"unknown"
"551",32,"services","single","secondary","no",441,"no","yes","cellular",25,"jul",135,2,-1,0,"unknown"
"552",41,"blue-collar","married","secondary","no",514,"no","yes","telephone",15,"jul",321,3,-1,0,"unknown"
"553",42,"services","married","unknown","no",1340,"no","yes","cellular",30,"jul",88,5,-1,0,"unknown"
"554",48,"blue-collar","married","unknown","no",434,"no","no","cellular",18,"aug",73,6,-1,0,"unknown"
"555",29,"blue-collar","single","secondary","no",262,"yes","no","cellular",20,"apr",130,2,-1,0,"unknown"
"556",37,"technician","married","tertiary","no",512,"no","no","cellular",9,"jul",61,4,-1,0,"unknown"
"557",41,"blue-collar","married","secondary","no",514,"no","yes","telephone",15,"jul",321,3,-1,0,"unknown"
"558",32,"management","single","tertiary","no",5167,"no","no","cellular",26,"aug",10,18,-1,0,"unknown"
"559",59,"management","married","tertiary","no",5397,"no","no","cellular",23,"jun",671,3,-1,0,"unknown"
"560",49,"services","divorced","secondary","no",3649,"yes","yes","unknown",15,"may",150,1,-1,0,"unknown"
"561",25,"technician","single","secondary","no",1231,"yes","no","cellular",27,"feb",412,5,-1,0,"unknown"
"562",30,"admin.","married","tertiary","no",591,"yes","no","cellular",17,"aug",115,1,-1,0,"unknown"
"563",38,"technician","married","secondary","no",976,"yes","no","cellular",14,"jul",766,3,-1,0,"unknown"
"564",39,"management","single","tertiary","no",968,"yes","no","cellular",22,"aug",199,6,-1,0,"unknown"
"565",36,"admin.","divorced","secondary","no",775,"yes","no","unknown",21,"may",65,3,-1,0,"unknown"
"566",26,"management","single","tertiary","no",45,"no","no","cellular",10,"jul",1187,3,-1,0,"unknown"
"567",34,"self-employed","single","tertiary","no",589,"yes","no","telephone",8,"may",44,4,367,1,"other"
"568",31,"management","married","tertiary","no",181,"yes","no","cellular",10,"jul",497,1,-1,0,"unknown"
"569",49,"management","single","secondary","no",-18,"yes","no","cellular",11,"may",217,3,264,4,"failure"
"570",27,"management","single","tertiary","no",1720,"no","no","cellular",3,"nov",284,2,273,1,"failure"
"571",60,"admin.","divorced","secondary","no",12039,"no","no","telephone",8,"apr",236,1,-1,0,"unknown"
"572",47,"retired","married","secondary","no",477,"no","no","unknown",16,"jun",68,3,-1,0,"unknown"
"573",23,"services","single","secondary","no",250,"yes","no","cellular",18,"may",222,1,-1,0,"unknown"
"574",35,"admin.","married","secondary","no",214,"yes","yes","unknown",5,"jun",247,1,-1,0,"unknown"
"575",32,"self-employed","divorced","tertiary","no",3695,"yes","no","cellular",15,"may",34,1,353,3,"other"
"576",33,"blue-collar","married","secondary","no",308,"yes","no","cellular",13,"may",147,2,-1,0,"unknown"
"577",29,"technician","married","secondary","no",767,"yes","no","cellular",5,"feb",253,1,-1,0,"unknown"
"578",31,"management","single","tertiary","no",34,"no","no","cellular",22,"aug",121,1,-1,0,"unknown"
"579",53,"management","married","tertiary","no",1348,"no","yes","cellular",17,"jul",120,3,-1,0,"unknown"
"580",44,"blue-collar","married","secondary","no",1087,"yes","no","unknown",19,"may",100,2,-1,0,"unknown"
"581",50,"services","married","secondary","no",1501,"no","no","cellular",21,"aug",946,4,-1,0,"unknown"
"582",30,"management","married","tertiary","no",0,"yes","no","cellular",9,"jul",127,1,-1,0,"unknown"
"583",58,"management","married","tertiary","no",3864,"yes","no","cellular",15,"jul",815,4,-1,0,"unknown"
"584",34,"blue-collar","married","secondary","no",2495,"yes","no","unknown",23,"may",924,1,-1,0,"unknown"
"585",33,"technician","single","secondary","no",247,"yes","no","cellular",20,"nov",428,1,-1,0,"unknown"
"586",24,"self-employed","single","tertiary","no",2376,"no","no","cellular",27,"apr",122,1,-1,0,"unknown"
"587",58,"retired","divorced","secondary","no",1080,"yes","no","cellular",29,"jul",1058,2,-1,0,"unknown"
"588",37,"admin.","married","secondary","no",274,"yes","no","unknown",27,"may",731,3,-1,0,"unknown"
"589",26,"management","single","tertiary","no",1646,"no","no","cellular",12,"apr",524,4,206,5,"success"
"590",37,"technician","married","tertiary","no",88,"no","no","cellular",6,"may",195,1,90,3,"other"
"591",45,"management","divorced","tertiary","no",347,"no","yes","cellular",28,"jan",53,1,-1,0,"unknown"
"592",48,"management","married","unknown","no",970,"no","no","cellular",31,"jul",67,2,-1,0,"unknown"
"593",27,"technician","single","tertiary","no",931,"yes","no","cellular",4,"feb",1078,1,-1,0,"unknown"
"594",33,"management","married","tertiary","no",273,"yes","no","unknown",16,"may",803,1,-1,0,"unknown"
"595",27,"technician","single","tertiary","no",11862,"no","no","cellular",20,"aug",217,1,87,6,"failure"
"596",37,"services","married","secondary","no",4017,"no","no","cellular",16,"oct",156,1,-1,0,"unknown"
"597",34,"self-employed","divorced","secondary","no",172,"yes","no","cellular",18,"nov",65,1,-1,0,"unknown"
"598",51,"blue-collar","married","primary","no",201,"yes","no","cellular",17,"jul",582,2,-1,0,"unknown"
"599",33,"entrepreneur","married","primary","no",2339,"yes","yes","cellular",20,"nov",220,1,-1,0,"unknown"
"600",27,"services","single","tertiary","no",5883,"yes","no","unknown",28,"may",325,2,-1,0,"unknown"
"601",29,"blue-collar","single","secondary","no",260,"yes","no","unknown",2,"jun",707,14,-1,0,"unknown"
"602",46,"technician","divorced","secondary","yes",-11,"no","no","cellular",11,"aug",139,2,-1,0,"unknown"
"603",28,"blue-collar","single","secondary","no",759,"yes","no","unknown",9,"may",710,1,-1,0,"unknown"
"604",36,"blue-collar","married","secondary","no",1392,"no","yes","cellular",17,"nov",231,1,-1,0,"unknown"
"605",36,"management","married","tertiary","no",495,"no","no","cellular",5,"aug",157,3,97,2,"success"
"606",34,"technician","single","secondary","no",105,"yes","no","cellular",7,"may",146,2,171,3,"failure"
"607",46,"technician","divorced","secondary","yes",-11,"no","no","cellular",11,"aug",139,2,-1,0,"unknown"
"608",31,"blue-collar","married","primary","no",-81,"yes","no","cellular",22,"jul",261,1,-1,0,"unknown"
"609",60,"housemaid","married","secondary","no",0,"no","no","telephone",3,"aug",676,2,181,5,"failure"
"610",35,"housemaid","married","tertiary","no",1265,"yes","no","cellular",15,"may",326,5,179,4,"failure"
"611",32,"management","married","tertiary","no",3387,"yes","no","cellular",15,"may",1111,5,-1,0,"unknown"
"612",26,"student","married","tertiary","no",8750,"no","no","cellular",26,"mar",98,2,-1,0,"unknown"
"613",29,"services","single","secondary","no",2559,"no","no","cellular",4,"feb",214,2,-1,0,"unknown"
"614",57,"retired","married","secondary","no",1841,"no","no","telephone",5,"jun",302,1,-1,0,"unknown"
"615",50,"technician","married","secondary","no",1093,"yes","no","unknown",30,"may",319,1,-1,0,"unknown"
"616",34,"technician","divorced","secondary","no",3997,"yes","no","unknown",20,"may",320,1,-1,0,"unknown"
"617",60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"sep",183,1,184,11,"success"
"618",64,"unemployed","divorced","secondary","no",588,"no","no","cellular",8,"mar",409,1,-1,0,"unknown"
"619",54,"technician","married","primary","no",-1818,"yes","no","cellular",17,"jul",271,2,-1,0,"unknown"
"620",41,"entrepreneur","married","tertiary","no",-81,"no","yes","unknown",2,"jul",83,3,-1,0,"unknown"
"621",52,"admin.","single","secondary","no",2398,"yes","no","cellular",3,"nov",412,1,-1,0,"unknown"
"622",41,"management","single","tertiary","no",0,"no","no","cellular",31,"jul",24,4,-1,0,"unknown"
"623",39,"management","married","tertiary","no",1836,"no","no","cellular",6,"aug",902,3,-1,0,"unknown"
"624",41,"management","married","tertiary","no",141,"yes","yes","unknown",8,"may",146,3,-1,0,"unknown"
"625",48,"technician","married","secondary","no",14148,"yes","no","cellular",18,"aug",85,2,-1,0,"unknown"
"626",76,"retired","divorced","primary","no",3049,"no","no","cellular",24,"mar",170,3,-1,0,"unknown"
"627",29,"technician","single","tertiary","no",2178,"no","no","cellular",22,"oct",260,2,139,1,"other"
"628",51,"admin.","married","secondary","no",3025,"no","no","cellular",7,"may",476,1,352,1,"other"
"629",34,"entrepreneur","married","tertiary","no",146,"yes","no","cellular",14,"jul",788,2,-1,0,"unknown"
"630",51,"technician","married","secondary","no",980,"no","no","cellular",6,"sep",114,2,-1,0,"unknown"
"631",25,"blue-collar","single","secondary","yes",-220,"no","no","cellular",8,"jul",152,1,-1,0,"unknown"
"632",41,"management","single","tertiary","no",4477,"no","no","cellular",4,"aug",357,2,-1,0,"unknown"
"633",56,"admin.","single","secondary","no",4118,"no","no","telephone",27,"may",165,1,-1,0,"unknown"
"634",40,"admin.","married","secondary","no",0,"yes","no","cellular",3,"feb",561,1,201,1,"failure"
"635",36,"technician","single","secondary","no",27,"yes","no","cellular",9,"feb",631,1,260,2,"success"
"636",53,"blue-collar","married","primary","no",-211,"yes","yes","cellular",3,"feb",195,6,251,2,"failure"
"637",29,"management","married","tertiary","no",715,"yes","no","unknown",28,"may",461,1,-1,0,"unknown"
"638",54,"entrepreneur","married","tertiary","no",345,"no","no","cellular",14,"aug",183,6,-1,0,"unknown"
"639",32,"technician","single","unknown","no",491,"no","no","cellular",8,"oct",251,2,91,7,"success"
"640",34,"blue-collar","married","secondary","no",241,"yes","yes","unknown",26,"may",85,1,-1,0,"unknown"
"641",28,"blue-collar","single","secondary","no",2845,"yes","no","unknown",12,"may",182,2,-1,0,"unknown"
"642",36,"technician","married","secondary","no",368,"yes","yes","unknown",6,"may",1597,2,-1,0,"unknown"
"643",30,"technician","single","secondary","no",592,"yes","no","cellular",15,"may",353,1,-1,0,"unknown"
"644",36,"management","married","tertiary","no",4069,"no","no","cellular",21,"nov",517,1,-1,0,"unknown"
"645",61,"management","married","secondary","no",544,"no","no","cellular",29,"dec",63,3,200,9,"success"
"646",44,"blue-collar","single","primary","no",287,"no","no","cellular",29,"jan",301,1,-1,0,"unknown"
"647",34,"services","single","secondary","no",2,"yes","no","cellular",15,"may",153,2,-1,0,"unknown"
"648",31,"technician","single","secondary","no",373,"no","no","cellular",22,"aug",346,5,-1,0,"unknown"
"649",58,"management","married","tertiary","no",541,"yes","no","cellular",8,"may",98,1,-1,0,"unknown"
"650",38,"services","single","secondary","no",36,"yes","no","unknown",19,"may",143,1,-1,0,"unknown"
"651",48,"housemaid","single","primary","no",46,"no","no","cellular",3,"aug",113,2,180,1,"failure"
"652",38,"technician","single","unknown","no",1923,"no","no","cellular",30,"jul",331,4,-1,0,"unknown"
"653",33,"unemployed","married","secondary","no",1211,"no","no","cellular",7,"aug",456,1,-1,0,"unknown"
"654",26,"blue-collar","single","primary","no",619,"yes","yes","unknown",27,"may",305,1,-1,0,"unknown"
"655",26,"unemployed","single","tertiary","no",3511,"no","no","cellular",30,"apr",439,2,-1,0,"unknown"
"656",36,"services","married","primary","no",92,"yes","no","cellular",5,"jun",244,7,-1,0,"unknown"
"657",23,"student","single","secondary","no",107,"no","no","cellular",13,"apr",256,5,181,2,"success"
"658",32,"admin.","single","secondary","no",554,"yes","no","cellular",28,"may",101,2,368,5,"failure"
"659",53,"blue-collar","married","primary","no",-211,"yes","yes","cellular",3,"feb",195,6,251,2,"failure"
"660",54,"management","married","tertiary","no",500,"yes","no","cellular",11,"aug",56,4,-1,0,"unknown"
"661",58,"retired","divorced","secondary","no",1080,"yes","no","cellular",29,"jul",1058,2,-1,0,"unknown"
"662",58,"management","divorced","tertiary","no",1266,"no","yes","unknown",6,"jun",164,1,-1,0,"unknown"
"663",51,"retired","single","primary","no",604,"no","no","unknown",20,"jun",43,2,-1,0,"unknown"
"664",31,"technician","married","secondary","no",4800,"yes","no","cellular",29,"aug",165,4,-1,0,"unknown"
"665",33,"admin.","single","secondary","no",1277,"yes","no","cellular",18,"may",827,1,-1,0,"unknown"
"666",33,"technician","divorced","secondary","no",9,"no","no","cellular",21,"aug",91,2,-1,0,"unknown"
"667",34,"technician","married","tertiary","no",5547,"yes","no","cellular",19,"aug",73,6,-1,0,"unknown"
"668",53,"blue-collar","married","primary","no",901,"no","yes","telephone",30,"jan",1431,2,-1,0,"unknown"
"669",56,"blue-collar","divorced","primary","no",285,"no","yes","cellular",20,"nov",73,1,-1,0,"unknown"
"670",38,"services","married","secondary","no",3039,"yes","yes","cellular",11,"may",146,2,-1,0,"unknown"
"671",45,"management","divorced","secondary","no",644,"yes","no","cellular",19,"nov",418,1,168,1,"success"
"672",45,"admin.","divorced","secondary","no",59,"yes","no","cellular",24,"jul",873,8,-1,0,"unknown"
"673",30,"blue-collar","married","secondary","no",3,"no","no","cellular",15,"may",42,2,297,1,"failure"
"674",21,"student","single","primary","no",423,"no","no","cellular",8,"apr",104,5,-1,0,"unknown"
"675",36,"admin.","married","secondary","no",96,"no","no","cellular",2,"feb",302,1,-1,0,"unknown"
"676",47,"technician","divorced","secondary","no",1573,"yes","no","unknown",26,"may",130,1,-1,0,"unknown"
"677",34,"admin.","married","secondary","no",2374,"yes","no","cellular",9,"nov",161,1,209,2,"failure"
"678",24,"student","single","secondary","no",4126,"no","no","cellular",5,"apr",907,4,185,7,"failure"
"679",33,"technician","married","unknown","no",1450,"no","no","cellular",27,"apr",81,1,-1,0,"unknown"
"680",35,"blue-collar","married","secondary","no",293,"yes","no","cellular",17,"apr",1017,1,325,1,"other"
"681",51,"blue-collar","married","secondary","no",955,"no","yes","cellular",17,"dec",221,3,-1,0,"unknown"
"682",25,"management","single","tertiary","no",1348,"yes","no","unknown",8,"may",109,1,-1,0,"unknown"
"683",74,"retired","married","secondary","no",935,"no","no","cellular",5,"may",226,1,99,2,"failure"
"684",28,"admin.","single","secondary","no",261,"yes","yes","cellular",9,"sep",259,2,98,4,"success"
"685",34,"blue-collar","single","secondary","no",4536,"yes","no","cellular",21,"nov",963,1,-1,0,"unknown"
"686",32,"technician","single","secondary","no",309,"yes","yes","cellular",16,"apr",346,1,234,3,"failure"
"687",59,"management","married","tertiary","no",3342,"no","no","cellular",18,"mar",467,2,188,6,"other"
"688",26,"self-employed","single","secondary","no",3676,"no","no","cellular",7,"apr",148,1,-1,0,"unknown"
"689",41,"management","married","tertiary","no",-556,"yes","yes","unknown",26,"may",127,3,-1,0,"unknown"
"690",52,"admin.","single","secondary","no",2398,"yes","no","cellular",3,"nov",412,1,-1,0,"unknown"
"691",31,"management","single","tertiary","no",9421,"no","no","cellular",25,"nov",372,1,-1,0,"unknown"
"692",51,"housemaid","married","unknown","no",2337,"yes","no","cellular",16,"apr",251,2,266,3,"other"
"693",59,"retired","married","primary","no",474,"no","no","cellular",13,"aug",139,3,-1,0,"unknown"
"694",32,"technician","single","tertiary","no",-770,"yes","no","cellular",18,"may",618,1,-1,0,"unknown"
"695",31,"management","single","tertiary","no",385,"yes","no","unknown",21,"may",304,1,-1,0,"unknown"
"696",46,"blue-collar","married","primary","no",575,"no","no","cellular",25,"aug",129,3,-1,0,"unknown"
"697",26,"blue-collar","married","secondary","no",1128,"yes","yes","unknown",27,"jun",111,3,-1,0,"unknown"
"698",32,"blue-collar","married","secondary","no",1905,"yes","no","cellular",16,"jul",709,2,-1,0,"unknown"
"699",34,"blue-collar","married","secondary","no",1464,"yes","no","cellular",28,"aug",207,3,130,5,"other"
"700",56,"technician","married","secondary","no",147,"no","no","cellular",12,"apr",203,1,-1,0,"unknown"
"701",35,"admin.","married","tertiary","no",286,"no","no","cellular",30,"apr",949,2,-1,0,"unknown"
"702",45,"management","married","tertiary","no",1309,"no","no","cellular",2,"jul",367,1,-1,0,"unknown"
"703",27,"student","single","secondary","no",279,"no","no","cellular",12,"oct",323,1,-1,0,"unknown"
"704",46,"technician","divorced","secondary","yes",-11,"no","no","cellular",11,"aug",139,2,-1,0,"unknown"
"705",61,"management","married","tertiary","no",997,"no","no","cellular",10,"mar",106,1,-1,0,"unknown"
"706",33,"technician","married","secondary","no",6419,"no","no","cellular",7,"aug",419,3,-1,0,"unknown"
"707",37,"admin.","married","tertiary","no",29,"no","no","cellular",14,"may",404,2,183,2,"other"
"708",33,"management","married","secondary","no",480,"yes","no","cellular",18,"nov",422,2,-1,0,"unknown"
"709",26,"management","single","tertiary","no",3704,"no","no","cellular",19,"aug",238,4,-1,0,"unknown"
"710",47,"technician","married","secondary","no",636,"no","no","cellular",4,"aug",416,2,-1,0,"unknown"
"711",39,"technician","married","secondary","no",140,"no","no","cellular",22,"aug",110,1,-1,0,"unknown"
"712",34,"blue-collar","married","primary","no",351,"no","yes","cellular",14,"jul",326,11,-1,0,"unknown"
"713",37,"admin.","divorced","secondary","no",295,"yes","yes","cellular",19,"aug",150,2,-1,0,"unknown"
"714",29,"technician","single","tertiary","no",2489,"yes","no","cellular",7,"dec",1002,3,283,2,"success"
"715",34,"blue-collar","married","secondary","no",241,"yes","yes","unknown",26,"may",85,1,-1,0,"unknown"
"716",29,"blue-collar","single","secondary","no",783,"yes","no","unknown",13,"may",166,1,-1,0,"unknown"
"717",35,"entrepreneur","married","secondary","no",2436,"no","yes","cellular",14,"jul",1397,3,-1,0,"unknown"
"718",53,"admin.","married","secondary","no",8892,"yes","no","cellular",20,"nov",151,1,-1,0,"unknown"
"719",32,"technician","single","tertiary","no",548,"no","no","cellular",18,"aug",377,7,-1,0,"unknown"
"720",32,"admin.","single","secondary","no",457,"no","no","cellular",26,"jul",109,3,455,2,"failure"
"721",27,"blue-collar","married","secondary","no",419,"yes","no","unknown",4,"jun",1181,2,-1,0,"unknown"
"722",36,"management","married","tertiary","no",96,"no","no","cellular",30,"jul",729,4,-1,0,"unknown"
"723",38,"blue-collar","married","secondary","no",213,"yes","no","unknown",16,"jun",270,15,-1,0,"unknown"
"724",55,"management","divorced","tertiary","no",407,"yes","yes","cellular",25,"aug",65,8,-1,0,"unknown"
"725",51,"retired","married","tertiary","no",746,"no","no","cellular",25,"aug",372,5,-1,0,"unknown"
"726",25,"admin.","single","secondary","no",507,"yes","no","cellular",15,"may",832,1,367,3,"failure"
"727",38,"services","married","secondary","no",3039,"yes","yes","cellular",11,"may",146,2,-1,0,"unknown"
"728",42,"admin.","single","tertiary","no",519,"yes","no","unknown",2,"jun",150,3,-1,0,"unknown"
"729",34,"management","single","tertiary","no",1,"no","no","cellular",31,"jul",36,6,-1,0,"unknown"
"730",34,"management","married","tertiary","no",158,"no","no","cellular",9,"mar",212,3,181,6,"success"
"731",37,"student","single","secondary","no",681,"no","no","cellular",5,"feb",187,1,8,1,"other"
"732",37,"blue-collar","married","primary","no",27,"no","no","unknown",6,"jun",80,1,-1,0,"unknown"
"733",38,"technician","married","secondary","no",976,"yes","no","cellular",14,"jul",766,3,-1,0,"unknown"
"734",28,"blue-collar","single","secondary","no",759,"yes","no","unknown",9,"may",710,1,-1,0,"unknown"
"735",37,"admin.","married","secondary","no",274,"yes","no","unknown",27,"may",731,3,-1,0,"unknown"
"736",49,"self-employed","married","secondary","no",1878,"yes","yes","unknown",23,"may",283,11,-1,0,"unknown"
"737",23,"management","single","tertiary","no",1807,"no","no","cellular",27,"jul",606,1,-1,0,"unknown"
"738",48,"entrepreneur","single","secondary","no",315,"no","no","unknown",11,"feb",271,1,-1,0,"unknown"
"739",27,"admin.","single","secondary","no",321,"no","yes","unknown",2,"sep",4,1,-1,0,"unknown"
"740",20,"student","single","unknown","no",2785,"no","no","cellular",16,"sep",327,2,-1,0,"unknown"
"741",35,"self-employed","married","secondary","no",188,"yes","yes","unknown",5,"jun",1865,2,-1,0,"unknown"
"742",51,"management","married","tertiary","no",2635,"no","no","cellular",21,"may",407,3,74,5,"failure"
"743",40,"admin.","married","secondary","no",3087,"yes","yes","unknown",27,"may",185,1,-1,0,"unknown"
"744",53,"blue-collar","married","primary","no",421,"yes","no","cellular",20,"nov",677,1,-1,0,"unknown"
"745",46,"admin.","married","secondary","no",0,"yes","no","cellular",8,"sep",149,2,187,1,"failure"
"746",73,"retired","divorced","tertiary","no",3203,"no","no","cellular",20,"apr",148,1,-1,0,"unknown"
"747",29,"management","single","tertiary","no",1170,"no","no","cellular",20,"apr",453,1,-1,0,"unknown"
"748",67,"retired","married","tertiary","no",2812,"no","no","cellular",6,"aug",190,1,-1,0,"unknown"
"749",37,"services","single","secondary","no",1045,"no","no","cellular",17,"mar",406,2,41,1,"failure"
